상품코드,센터,재고량_최소단위,재고량_kg,월출고량_kg,이체유입_kg,이체유출_kg,회전율_kg(출고kg/재고kg)
164446,4,0.0,0.0,931.5,941.0,9.0,
456845,4,0.0,0.0,303.2,304.0,0.0,
363010,4,781.0,1562.0,654.0,8.0,2196.0,0.419
449770,4,0.0,0.0,1020.0,1020.0,0.0,
288678,4,0.0,0.0,682.0,712.0,30.0,
107242,4,0.0,0.0,538.0,540.0,0.0,
342119,4,0.0,0.0,215.9,217.0,0.0,
454545,4,0.0,0.0,670.0,670.0,0.0,
108215,4,0.0,0.0,1287.3,1305.0,15.325,
294620,4,208.0,416.0,486.0,24.0,1882.0,1.168
437282,4,0.0,0.0,482.0,482.0,0.0,
425842,4,0.0,0.0,112.24,112.0,0.0,
450546,4,0.0,0.0,638.0,644.0,0.0,
123057,4,0.0,0.0,426.0,458.0,32.0,
701346,4,0.0,0.0,1085.0,0.0,0.0,
107997,4,0.0,0.0,592.875,595.0,16.0,
335389,4,0.0,0.0,682.4,682.0,0.0,
335676,4,0.0,0.0,1139.8,1144.0,0.0,
165267,4,0.0,0.0,1709.28,1710.0,1.0,
452932,4,0.0,0.0,554.0,563.0,8.0,
103655,4,0.0,0.0,741.0,750.0,9.0,
349776,4,656.0,1312.0,150.0,0.0,1140.0,0.114
257525,4,0.0,0.0,864.0,864.0,0.0,
111949,4,0.0,0.0,2955.0,3023.0,67.0,
130817,4,366.0,366.0,283.0,4.0,1121.0,0.773
127235,4,0.0,0.0,475.2,478.0,2.0,
438914,4,416.0,832.0,358.0,0.0,1626.0,0.43
327081,4,0.0,0.0,205.8,209.0,0.0,
328696,4,0.0,0.0,372.0,372.0,0.0,
361885,4,0.0,0.0,390.0,390.0,0.0,
459520,4,0.0,0.0,1593.67,0.0,0.0,
381478,4,0.0,0.0,792.5,803.0,0.0,
369134,4,470.0,940.0,184.0,0.0,1338.0,0.196
301241,4,0.0,0.0,0.0,0.0,0.0,
368815,4,3582.0,895.5,897.75,0.0,2157.5,1.003
701338,4,0.0,0.0,634.0,0.0,0.0,
106819,4,0.0,0.0,640.8,644.0,1.8,
101349,4,0.0,0.0,567.0,567.0,0.0,
380098,4,0.0,0.0,758.0,758.0,0.0,
438915,4,443.0,886.0,316.0,2.0,1532.0,0.357
513729,4,0.0,0.0,213.5,0.0,0.0,
107835,4,0.0,0.0,532.0,532.0,0.0,
439675,4,0.0,0.0,694.8,695.0,0.0,
293739,4,1476.0,670.104,527.094,1.0,3897.642,0.787
128498,4,0.0,0.0,510.0,525.0,15.0,
329253,4,0.0,0.0,1126.0,1136.0,10.0,
435593,4,0.0,0.0,596.4,605.0,0.0,
431715,4,0.0,0.0,12920.0,9237.0,13.0,
438040,4,0.0,0.0,680.0,690.0,5.0,
701492,4,0.0,0.0,10.0,0.0,0.0,
442305,4,0.0,0.0,866.2,901.0,6.0,
438786,4,0.0,0.0,656.0,658.0,0.0,
393835,4,0.0,0.0,778.0,778.0,0.0,
145240,4,0.0,0.0,726.0,743.0,0.0,
432416,4,0.0,0.0,240.0,240.0,0.0,
249971,4,0.0,0.0,633.6,634.0,0.0,
391043,4,0.0,0.0,475.2,475.0,0.0,
378004,4,345.0,690.0,462.0,2.0,1670.0,0.67
450213,4,81.0,850.5,283.5,0.0,1753.5,0.333
426841,4,0.0,0.0,755.0,755.0,0.0,
404516,4,89.0,445.0,585.0,5.0,1550.0,1.315
396847,4,0.0,0.0,459.0,459.0,0.0,
455139,4,0.0,0.0,835.0,837.0,0.0,
461689,4,0.0,0.0,367.2,0.0,0.0,
448399,4,0.0,0.0,418.0,418.0,0.0,
291697,4,462.0,462.0,330.0,0.0,1401.0,0.714
345492,4,0.0,0.0,674.88,675.0,0.0,
276029,4,0.0,0.0,939.4,939.0,0.0,
374925,4,451.0,1353.0,177.0,0.0,1776.0,0.131
449392,4,0.0,0.0,1338.0,1338.0,0.0,
128357,4,0.0,0.0,84.0,84.0,0.0,
414143,4,0.0,0.0,178.5,189.0,0.0,
364314,4,0.0,0.0,598.0,598.0,0.0,
363127,4,1551.0,1551.0,941.0,4.0,1955.0,0.607
701207,4,0.0,0.0,910.0,0.0,0.0,
288777,4,0.0,0.0,1170.0,1170.0,0.0,
117834,4,0.0,0.0,544.5,545.0,0.0,
135090,4,0.0,0.0,502.0,514.0,12.0,
429396,4,0.0,0.0,199.0,202.0,0.0,
377636,4,0.0,0.0,149.6,150.0,0.0,
196904,4,0.0,0.0,412.0,412.0,0.0,
324643,4,0.0,0.0,245.0,245.0,0.0,
461989,4,0.0,0.0,690.0,0.0,0.0,
140094,4,0.0,0.0,532.0,539.0,6.0,
440360,4,0.0,0.0,476.0,476.0,0.0,
442298,4,0.0,0.0,242.81,243.0,0.0,
441851,4,0.0,0.0,1005.0,1020.0,0.0,
137029,4,378.0,854.28,503.98,0.0,1403.5,0.59
459913,4,0.0,0.0,380.0,0.0,0.0,
404509,4,394.0,3940.0,620.0,0.0,1490.0,0.157
436820,4,0.0,0.0,540.0,540.0,0.0,
116709,4,0.0,0.0,592.47,605.0,14.0,
449884,4,155.0,469.65,609.03,0.0,1635.96,1.297
387101,4,0.0,0.0,916.0,986.0,69.0,
374323,4,0.0,0.0,370.8,391.0,20.0,
430850,4,0.0,0.0,736.0,736.0,0.0,
384106,4,0.0,0.0,2898.0,2898.0,0.0,
347680,4,0.0,0.0,440.0,445.0,5.0,
453481,4,0.0,0.0,19.224,19.0,0.0,
432796,4,147.0,1470.0,130.0,0.0,1090.0,0.088
433871,4,0.0,0.0,283.36,283.0,0.0,
339541,4,0.0,0.0,418.88,419.0,0.0,
172237,4,0.0,0.0,678.0,682.0,4.0,
436020,4,0.0,0.0,648.9,651.0,2.0,
440924,4,0.0,0.0,382.8,387.0,2.2,
356665,4,0.0,0.0,2299.0,2299.0,0.0,
370499,4,0.0,0.0,358.0,358.0,0.0,
129654,4,0.0,0.0,325.8,326.0,0.0,
453473,4,0.0,0.0,43.788,44.0,0.0,
354750,4,0.0,0.0,455.0,455.0,0.0,
432135,4,141.0,1410.0,530.0,0.0,2530.0,0.376
428345,4,0.0,0.0,864.0,878.0,0.0,
448131,4,0.0,0.0,844.0,844.0,0.0,
105474,4,0.0,0.0,343.8,346.0,0.0,
459527,4,0.0,0.0,0.0,0.0,0.0,
377827,4,0.0,0.0,791.0,791.0,0.0,
108208,4,0.0,0.0,1586.116,1619.0,27.558,
455166,4,0.0,0.0,1364.22,1364.0,0.0,
438919,4,378.0,756.0,282.0,0.0,1382.0,0.373
389923,4,0.0,0.0,438.62,439.0,0.0,
323476,4,0.0,0.0,545.985,546.0,0.0,
701195,4,0.0,0.0,205.0,0.0,0.0,
701209,4,0.0,0.0,165.0,0.0,0.0,
450924,4,0.0,0.0,50.0,50.0,0.0,
372050,4,0.0,0.0,406.0,406.0,0.0,
388681,4,0.0,0.0,531.0,541.0,10.0,
298904,4,0.0,0.0,154.5,155.0,0.0,
701296,4,0.0,0.0,243.0,0.0,0.0,
112748,4,0.0,0.0,278.0,279.0,1.0,
133938,4,0.0,0.0,262.504,263.0,0.0,
401501,4,0.0,0.0,583.0,642.0,59.0,
112165,4,0.0,0.0,528.36,569.0,10.0,
463112,4,2601.0,5904.27,456.27,0.0,0.0,0.077
107814,4,0.0,0.0,770.0,771.0,0.0,
359732,4,0.0,0.0,90.0,90.0,0.0,
448056,4,0.0,0.0,192.0,192.0,0.0,
431164,4,0.0,0.0,223.95,224.0,0.0,
456402,4,0.0,0.0,225.0,240.0,15.0,
437674,4,0.0,0.0,2848.0,2864.0,16.0,
246226,4,1010.0,2020.0,1496.0,2.0,4038.0,0.741
173967,4,1105.0,1105.0,292.0,5.0,1612.0,0.264
281622,4,0.0,0.0,209.1,209.0,0.0,
435321,4,16410.0,4923.0,1071.0,0.0,2214.0,0.218
393750,4,0.0,0.0,273.0,273.0,0.0,
372006,4,791.0,1661.1000000000001,598.5,8.0,1280.8,0.36
109735,4,0.0,0.0,434.0,434.0,0.0,
370339,4,0.0,0.0,456.0,456.0,0.0,
458176,4,0.0,0.0,243.0,243.0,0.0,
437611,4,0.0,0.0,480.0,480.0,0.0,
390344,4,0.0,0.0,377.0,377.0,0.0,
295774,4,0.0,0.0,19.6,20.0,0.0,
701199,4,0.0,0.0,560.0,0.0,0.0,
130387,4,0.0,0.0,771.0,771.0,0.0,
428596,4,0.0,0.0,340.8,341.0,0.0,
361667,4,0.0,0.0,686.0,700.0,0.0,
324921,4,0.0,0.0,1001.0,1005.0,3.0,
106239,4,0.0,0.0,675.0,675.0,30.0,
361681,4,0.0,0.0,540.0,540.0,0.0,
509708,4,0.0,0.0,325.0,0.0,0.0,
448274,4,0.0,0.0,225.0,225.0,0.0,
432430,4,0.0,0.0,353.3,353.0,0.0,
246223,4,765.0,1530.0,1530.0,0.0,4150.0,1.0
453678,4,0.0,0.0,47.0,50.0,3.0,
421164,4,0.0,0.0,1040.0,1040.0,0.0,
297923,4,0.0,0.0,1075.0,1083.0,0.0,
399636,4,0.0,0.0,120.0,120.0,0.0,
389575,4,0.0,0.0,282.6,284.0,1.8,
159004,4,0.0,0.0,420.0,428.0,0.0,
431476,4,1050.0,2100.0,2654.0,14.0,2394.0,1.264
372419,4,550.0,1375.0,667.5,0.0,1753.5,0.485
442206,4,0.0,0.0,730.0,730.0,34.0,
453377,4,0.0,0.0,42.372,42.0,0.0,
372309,4,1659.0,829.5,168.5,1.0,1089.5,0.203
437608,4,0.0,0.0,459.0,468.0,0.0,
421165,4,0.0,0.0,616.0,616.0,0.0,
386091,4,0.0,0.0,0.0,0.0,0.0,
114835,4,0.0,0.0,718.0,718.0,0.0,
294890,4,0.0,0.0,623.2,624.0,1.0,
449627,4,0.0,0.0,522.0,522.0,0.0,
386568,4,0.0,0.0,971.0,971.0,3.0,
453754,4,0.0,0.0,471.0,471.0,0.0,
362518,4,0.0,0.0,422.5,423.0,0.0,
352537,4,0.0,0.0,283.5,309.0,25.0,
106811,4,0.0,0.0,417.6,421.0,4.0,
384565,4,0.0,0.0,805.35,805.0,0.0,
377635,4,0.0,0.0,329.12,330.0,1.0,
164580,4,0.0,0.0,425.0,427.0,2.0,
225868,4,0.0,0.0,1218.5,1220.0,1.0,
287522,4,0.0,0.0,69.0,119.0,50.0,
381520,4,2161.0,648.3,590.1,0.0,1310.4,0.91
343193,4,0.0,0.0,106.26,106.0,0.0,
253315,4,0.0,0.0,203.475,203.0,0.0,
391247,4,108.0,1296.0,624.0,0.0,1464.0,0.481
389702,4,1208.0,1449.6,1596.0,7.0,2080.8,1.101
225864,4,0.0,0.0,795.5,802.0,0.0,
362504,4,0.0,0.0,924.0,966.0,28.0,
452032,4,0.0,0.0,280.0,280.0,0.0,
374569,4,0.0,0.0,560.0,560.0,0.0,
431406,4,0.0,0.0,360.0,360.0,0.0,
384157,4,0.0,0.0,587.0,587.0,0.0,
107255,4,0.0,0.0,711.9,714.0,0.0,
355259,4,0.0,0.0,970.0,970.0,0.0,
432997,4,0.0,0.0,785.0,785.0,0.0,
450994,4,1155.0,1155.0,551.0,0.0,1761.0,0.477
337503,4,0.0,0.0,510.0,511.0,0.0,
296369,4,0.0,0.0,248.5,249.0,0.0,
343397,4,0.0,0.0,481.8,482.0,0.0,
106394,4,0.0,0.0,480.2,485.0,0.0,
362030,4,0.0,0.0,481.0,481.0,0.0,
403693,4,808.0,808.0,331.0,0.0,1447.0,0.41
701205,4,0.0,0.0,970.0,0.0,0.0,
701197,4,0.0,0.0,220.0,0.0,0.0,
701752,4,0.0,0.0,880.0,0.0,0.0,
461016,4,0.0,0.0,620.0,0.0,0.0,
229287,4,0.0,0.0,758.9,763.0,5.0,
437316,4,500.0,500.0,360.0,0.0,1179.0,0.72
281229,4,675.0,1350.0,352.0,0.0,1512.0,0.261
435583,4,1126.0,3378.0,324.0,6.0,1680.0,0.096
449666,4,0.0,0.0,822.0,828.0,0.0,
458023,4,0.0,0.0,0.0,0.0,0.0,
502808,4,0.0,0.0,390.0,0.0,0.0,
449117,4,0.0,0.0,845.5,846.0,0.0,
126793,4,472.0,755.2,184.0,13.0,793.6,0.244
371315,4,0.0,0.0,70.0,70.0,0.0,
447970,4,0.0,0.0,1668.0,1668.0,0.0,
434115,4,257.0,2570.0,750.0,10.0,1800.0,0.292
448296,4,87.0,1740.0,440.0,0.0,1060.0,0.253
384584,4,103.0,515.0,180.0,30.0,1140.0,0.35
461284,4,0.0,0.0,88.0,0.0,0.0,
329097,4,0.0,0.0,60.0,60.0,0.0,
107247,4,0.0,0.0,585.0,618.0,33.0,
463887,4,0.0,0.0,720.0,0.0,0.0,
374153,4,0.0,0.0,523.75,524.0,0.0,
461110,4,0.0,0.0,250.0,0.0,0.0,
431354,4,0.0,0.0,95.8,96.0,0.0,
341983,4,0.0,0.0,645.84,650.0,4.32,
701488,4,0.0,0.0,445.0,0.0,0.0,
379702,4,0.0,0.0,396.0,396.0,0.0,
122751,4,0.0,0.0,220.0,222.0,1.0,
348356,4,0.0,0.0,104.0,104.0,0.0,
461990,4,0.0,0.0,591.5,0.0,0.0,
120459,4,0.0,0.0,1296.9,1299.0,0.0,
449126,4,0.0,0.0,862.5,870.0,8.0,
387197,4,0.0,0.0,439.0,439.0,0.0,
343221,4,0.0,0.0,486.0,486.0,0.0,
242829,4,0.0,0.0,399.175,399.0,0.0,
461887,4,60.0,600.0,100.0,0.0,0.0,0.167
431376,4,0.0,0.0,280.0,280.0,0.0,
373188,4,0.0,0.0,2748.0,2748.0,0.0,
257767,4,0.0,0.0,471.6,475.0,4.0,
234452,4,0.0,0.0,394.0,394.0,0.0,
283292,4,0.0,0.0,610.4,610.0,0.0,
410676,5,0.0,0.0,35620.0,35840.0,540.0,
437314,5,0.0,0.0,4460.0,4460.0,7820.0,
426361,5,0.0,0.0,11071.5,11072.0,50.0,
394662,5,0.0,0.0,10056.0,10056.0,24.0,
384845,5,0.0,0.0,13360.0,13780.0,440.0,
348969,5,0.0,0.0,17660.0,17960.0,360.0,
399894,5,0.0,0.0,7740.0,8000.0,260.0,
285947,5,57.0,855.0,10305.0,165.0,31620.0,12.053
211959,5,0.0,0.0,15340.0,15500.0,200.0,
200034,5,0.0,0.0,12740.0,13740.0,980.0,
438888,5,1.0,6.0,6786.0,6792.0,0.0,1131.0
221145,5,0.0,0.0,12360.0,12420.0,180.0,
437324,5,11160.0,4129.2,3137.6,0.0,17730.0,0.76
196768,5,123.0,2030.238,11488.176,0.0,19824.0,5.659
203202,5,0.0,0.0,18540.0,20860.0,2360.0,
107027,5,0.0,0.0,1836.0,1836.0,0.0,
371325,5,0.0,0.0,4989.6,5002.0,169.0,
441403,5,0.0,0.0,6330.36,6356.0,51.0,
437606,5,0.0,0.0,2425.0,2425.0,0.0,
396370,5,0.0,0.0,4552.0,4552.0,8.0,
449508,5,0.0,0.0,2177.28,2177.0,13.44,
436027,5,2895.0,28950.0,1410.0,0.0,34400.0,0.049
336083,5,0.0,0.0,3360.0,3360.0,0.0,
441404,5,0.0,0.0,2956.44,2965.0,0.0,
438895,5,0.0,0.0,3907.8,3908.0,0.0,
197095,5,0.0,0.0,6590.0,6600.0,0.0,
342003,5,0.0,0.0,4750.0,4750.0,0.0,
219674,5,0.0,0.0,4520.0,4580.0,100.0,
437323,5,10300.0,2575.0,1475.0,0.0,7138.0,0.573
126988,5,0.0,0.0,4720.0,4728.0,0.0,
262993,5,983.0,9830.0,4530.0,0.0,19220.0,0.461
449440,5,460.0,4600.0,1210.0,50.0,24610.0,0.263
391060,5,0.0,0.0,2690.0,2706.0,16.0,
437604,5,0.0,0.0,1440.0,1440.0,20.0,
440408,5,0.0,0.0,3382.5,3393.0,0.0,
372666,5,0.0,0.0,4424.0,4424.0,0.0,
140173,5,477.0,4770.0,3130.0,620.0,14980.0,0.656
385646,5,0.0,0.0,1113.28,1139.0,22.72,
135871,5,83.0,1369.998,1320.48,0.0,3351.0,0.964
112751,5,0.0,0.0,4920.0,5232.0,312.0,
106931,5,0.0,0.0,2070.0,2070.0,0.0,
370881,5,0.0,0.0,4410.0,4420.0,0.0,
437297,5,0.0,0.0,1040.0,1040.0,6470.0,
436021,5,0.0,0.0,2784.0,2796.0,0.0,
257722,5,0.0,0.0,187.11,187.0,0.0,
460323,5,0.0,0.0,3160.0,0.0,0.0,
437602,5,0.0,0.0,544.0,544.0,0.0,
278773,5,0.0,0.0,2133.0,2136.0,0.0,
140182,5,101.0,2020.0,2740.0,0.0,6540.0,1.356
442343,5,0.0,0.0,0.0,0.0,3640.0,
387242,5,0.0,0.0,2188.0,2204.0,21.0,
437320,5,24.0,60.0,925.0,21.0,5533.0,15.417
162985,5,134.0,2814.0,2688.0,0.0,5901.0,0.955
223855,5,0.0,0.0,2200.0,2220.0,0.0,
387749,5,0.0,0.0,24.0,24.0,12.0,
455667,5,0.0,0.0,3393.0,3393.0,0.0,
453109,5,0.0,0.0,3710.0,3710.0,430.0,
344480,5,0.0,0.0,1958.0,1960.0,0.0,
431177,5,0.0,0.0,2292.0,2292.0,0.0,
437322,5,1020.0,163.20000000000002,432.0,29.0,4204.6,2.647
225862,5,0.0,0.0,750.5,751.0,0.0,
392443,5,0.0,0.0,3778.0,3778.0,0.0,
435569,5,1576.0,7880.0,720.0,15.0,13595.0,0.091
387120,5,0.0,0.0,1889.1,1889.0,3044.0,
424613,5,0.0,0.0,1335.0,1335.0,0.0,
438712,5,0.0,0.0,3570.0,3580.0,3250.0,
424365,5,0.0,0.0,1956.0,2004.0,48.0,
168657,5,0.0,0.0,860.0,900.0,60.0,
138365,5,2342.0,2927.5,3198.75,3.0,3876.0,1.093
427473,5,0.0,0.0,2872.0,2872.0,0.0,
436007,5,0.0,0.0,4382.0,4396.0,14.0,
116945,5,0.0,0.0,4050.35,4098.0,41.3,
389547,5,0.0,0.0,1926.0,1926.0,0.0,
100965,5,9380.0,4690.0,1340.0,10.0,10640.0,0.286
122935,5,0.0,0.0,1569.4,1584.0,2.95,
431372,5,0.0,0.0,680.0,680.0,0.0,
337229,5,0.0,0.0,991.2,991.0,0.0,
138271,5,852.0,1065.0,1282.5,98.0,7718.0,1.204
294614,5,0.0,0.0,1216.0,1250.0,34.0,
457579,5,0.0,0.0,3893.6,3898.0,0.0,
345674,5,0.0,0.0,1465.6,1469.0,3.2,
280432,5,22530.0,2816.25,1769.0,18.0,6382.0,0.628
390233,5,0.0,0.0,4933.5,5000.0,0.0,
421532,5,0.0,0.0,2336.0,2336.0,0.0,
368865,5,1880.0,5640.0,2928.0,33.0,4221.0,0.519
138272,5,1425.0,1638.7499999999998,4022.7,49.0,4306.0,2.455
160016,5,612.0,2019.6,2204.4,3.0,4715.8,1.092
458258,5,0.0,0.0,1116.0,1116.0,0.0,
389503,5,0.0,0.0,0.0,0.0,0.0,
459818,5,0.0,0.0,0.0,0.0,0.0,
391082,5,4185.0,4185.0,2529.0,147.0,12320.0,0.604
435562,5,0.0,0.0,513.36,513.0,0.0,
362526,5,0.0,0.0,2086.0,2086.0,0.0,
303506,5,0.0,0.0,1857.76,1857.0,27.0,
105314,5,0.0,0.0,2632.0,2652.0,20.0,
439875,5,0.0,0.0,490.0,490.0,0.0,
117642,5,6747.0,6747.0,1685.0,3.0,7103.0,0.25
437087,5,0.0,0.0,1380.0,1390.0,4700.0,
391532,5,0.0,0.0,918.0,918.0,1566.0,
407408,5,0.0,0.0,0.0,0.0,0.0,
426648,5,0.0,0.0,1663.2,1668.0,280.0,
437524,5,9720.0,3596.4,488.4,11.0,10845.4,0.136
389708,5,0.0,0.0,690.0,690.0,10.0,
370216,5,0.0,0.0,0.0,0.0,0.0,
373141,5,0.0,0.0,5280.0,5620.0,320.0,
435235,5,0.0,0.0,2038.0,2038.0,26.0,
372644,5,0.0,0.0,1922.4,1922.0,3.0,
158924,5,0.0,0.0,1523.4,1523.0,0.0,
325396,5,2296.0,2296.0,1023.0,0.0,17529.0,0.446
454575,5,0.0,0.0,1487.7,1488.0,15.0,
123913,5,1268.0,2536.0,2140.0,24.0,7674.0,0.844
372642,5,2849.0,2849.0,2301.0,65.0,11920.0,0.808
370336,5,0.0,0.0,1024.0,1024.0,2548.0,
391062,5,0.0,0.0,1708.0,1742.0,34.0,
434705,5,0.0,0.0,555.66,556.0,0.0,
438025,5,0.0,0.0,1794.0,1812.0,0.0,
228381,5,0.0,0.0,2172.0,2172.0,0.0,
454439,5,0.0,0.0,1178.4,1178.0,415.0,
247343,5,1114.0,1169.7,1614.9,4.0,3493.0,1.381
439111,5,0.0,0.0,1176.0,1176.0,0.0,
370334,5,0.0,0.0,1026.41,1026.0,4.0,
454995,5,0.0,0.0,2415.0,2418.0,2616.0,
387719,5,0.0,0.0,2182.0,2182.0,0.0,
251923,5,1030.0,2060.0,2276.0,16.0,4282.0,1.105
130805,5,0.0,0.0,996.0,996.0,1200.0,
294622,5,0.0,0.0,1016.0,1028.0,30.0,
235555,5,0.0,0.0,799.0,799.0,2.0,
440410,5,0.0,0.0,1320.0,1320.0,0.0,
390905,5,4305.0,4305.0,935.0,0.0,8231.0,0.217
108420,5,0.0,0.0,1473.92,1474.0,0.0,
391084,5,3911.0,3911.0,2227.0,13.0,10292.0,0.569
295723,5,0.0,0.0,570.0,700.0,130.0,
437354,5,0.0,0.0,2640.0,2643.0,3.3,
454040,5,17928.0,2241.0,1698.0,33.0,2508.0,0.758
436009,5,0.0,0.0,2786.0,2786.0,0.0,
390088,5,0.0,0.0,1343.0,1348.0,2601.0,
347918,5,0.0,0.0,1512.0,1512.0,0.0,
427912,5,0.0,0.0,500.0,500.0,0.0,
459371,5,0.0,0.0,385.0,0.0,0.0,
158135,5,0.0,0.0,610.0,610.0,0.0,
431314,5,0.0,0.0,1110.0,1120.0,0.0,
452329,5,0.0,0.0,47.0,47.0,0.0,
440171,5,0.0,0.0,468.9,469.0,2295.0,
362482,5,659.0,1779.3000000000002,2033.1,76.0,6304.9,1.143
441157,5,0.0,0.0,1336.76,1337.0,0.0,
397917,5,0.0,0.0,1058.4,1064.0,0.0,
458239,5,864.0,4320.0,465.0,160.0,7495.0,0.108
373419,5,0.0,0.0,260.0,260.0,0.0,
137063,5,0.0,0.0,470.0,480.0,0.0,
371326,5,0.0,0.0,1026.0,1026.0,0.0,
294616,5,0.0,0.0,1964.0,1964.0,0.0,
373780,5,0.0,0.0,846.0,846.0,253.0,
398546,5,4860.0,4860.0,1841.0,1.0,8856.0,0.379
437300,5,0.0,0.0,360.0,360.0,2200.0,
351084,5,0.0,0.0,924.8,932.0,0.0,
381515,5,0.0,0.0,1333.2,1333.0,1436.0,
100108,5,50.0,1000.0,1340.0,200.0,3380.0,1.34
440145,5,0.0,0.0,443.0,443.0,2422.0,
376212,5,0.0,0.0,1131.9,1134.0,1162.0,
394379,5,785.0,7850.0,1500.0,10.0,7940.0,0.191
138392,5,35.0,595.0,1564.0,221.0,2465.0,2.629
426647,5,0.0,0.0,1320.0,1320.0,136.0,
387340,5,0.0,0.0,31.6,32.0,0.0,
138260,5,231.0,1155.0,795.0,0.0,1620.0,0.688
138070,5,0.0,0.0,1605.0,1608.0,3.0,
458653,5,0.0,0.0,905.0,906.0,2.0,
124171,5,0.0,0.0,952.08,954.0,0.0,
459236,5,4113.0,370.16999999999996,3698.46,0.0,0.0,9.991
455116,5,0.0,0.0,1242.0,1242.0,0.0,
280433,5,8130.0,1016.25,1260.875,24.0,2245.0,1.241
439805,5,0.0,0.0,311.1,314.0,0.0,
105599,5,0.0,0.0,1357.2,1357.0,0.0,
512178,5,60.0,528.0,994.4,0.0,0.0,1.883
103556,5,0.0,0.0,1148.16,1148.0,0.0,
388679,5,0.0,0.0,600.0,600.0,0.0,
372645,5,0.0,0.0,1240.0,1240.0,2.0,
362836,5,0.0,0.0,1878.0,1878.0,0.0,
701348,5,0.0,0.0,1920.0,0.0,0.0,
398555,5,919.0,2297.5,535.0,0.0,8530.5,0.233
454042,5,18264.0,2283.0,1749.0,0.0,2232.0,0.766
398284,5,2526.0,2526.0,642.0,5.0,4916.0,0.254
369076,5,0.0,0.0,1629.0,1629.0,0.0,
122662,5,1073.0,2146.0,1890.0,6.0,3878.0,0.881
115722,5,1058.0,1058.0,799.0,0.0,1965.0,0.755
701179,5,0.0,0.0,2570.0,0.0,0.0,
437523,5,8720.0,2180.0,260.0,0.0,5800.0,0.119
375046,5,0.0,0.0,2039.04,2039.0,1774.0,
369370,5,0.0,0.0,1610.4,1610.0,7.0,
294623,5,0.0,0.0,220.0,220.0,0.0,
462029,5,0.0,0.0,1094.4,0.0,0.0,
381288,5,1804.0,2886.4,1188.8,0.0,7671.0,0.412
504655,5,20.0,400.0,1220.0,0.0,0.0,3.05
335520,5,0.0,0.0,443.04,443.0,0.0,
426670,5,0.0,0.0,911.7,923.0,0.0,
437287,5,1005.0,1005.0,298.0,0.0,2653.0,0.297
283194,5,0.0,0.0,1042.8,1043.0,0.0,
145782,5,138.0,227.838,1312.545,0.0,2731.0,5.761
401481,5,0.0,0.0,1560.0,1560.0,645.0,
116981,5,1380.0,1380.0,780.0,0.0,2638.0,0.565
386642,5,0.0,0.0,1418.55,1421.0,4.9,
100098,5,0.0,0.0,360.0,360.0,0.0,
354792,5,0.0,0.0,790.0,790.0,0.0,
458228,5,0.0,0.0,362.1,362.0,0.0,
143362,5,14262.0,1426.2,1746.2,21.0,4204.5,1.224
106907,5,0.0,0.0,360.0,360.0,0.0,
372307,5,0.0,0.0,1389.0,1395.0,3.0,
455730,5,1770.0,8850.0,4030.0,0.0,10940.0,0.455
388678,5,0.0,0.0,1623.0,1623.0,0.0,
380456,5,0.0,0.0,852.0,876.0,1632.0,
459056,5,0.0,0.0,486.5,0.0,0.0,
435786,5,0.0,0.0,1117.0,1117.0,1400.0,
362882,5,0.0,0.0,1330.0,1330.0,0.0,
372123,5,0.0,0.0,514.56,515.0,0.0,
282108,5,2126.0,4252.0,1056.0,22.0,5606.0,0.248
143622,5,52.0,1040.0,1840.0,20.0,4560.0,1.769
369519,5,1509.0,1509.0,278.0,1.0,4359.0,0.184
347074,5,0.0,0.0,1770.0,1774.0,4.0,
344723,5,0.0,0.0,814.0,814.0,0.0,
274946,5,0.0,0.0,517.5,518.0,0.0,
359542,5,0.0,0.0,532.8,533.0,0.0,
701640,5,0.0,0.0,0.0,0.0,0.0,
234313,5,0.0,0.0,215.0,215.0,0.0,
450955,5,0.0,0.0,2720.0,2720.0,0.0,
458331,5,0.0,0.0,1520.0,1520.0,0.0,
322687,5,0.0,0.0,858.6,875.0,16.0,
391083,5,3274.0,3274.0,1711.0,1.0,7162.0,0.523
198880,5,0.0,0.0,280.0,280.0,0.0,
203216,5,3107.0,3107.0,1587.0,0.0,2059.0,0.511
386084,5,0.0,0.0,0.0,0.0,0.0,
239196,5,1990.0,4179.0,1026.9,13.0,5637.4,0.246
234311,5,0.0,0.0,70.0,70.0,0.0,
236220,5,0.0,0.0,1058.2,1058.0,0.0,
389698,5,0.0,0.0,342.0,342.0,0.0,
114328,5,1421.0,1307.3200000000002,1633.0,8.0,4512.84,1.249
154639,5,0.0,0.0,1241.6,1245.0,3.0,
270084,5,0.0,0.0,453.6,454.0,0.0,
438973,5,0.0,0.0,168.0,168.0,2490.0,
437897,5,0.0,0.0,216.0,216.0,0.0,
438711,5,0.0,0.0,1020.0,1020.0,0.0,
453939,5,0.0,0.0,582.0,582.0,0.0,
137736,5,1003.0,1354.0500000000002,1113.75,20.0,2134.0,0.823
391174,5,0.0,0.0,30.0,30.0,0.0,
368821,5,0.0,0.0,1470.0,1470.0,60.0,
458697,5,0.0,0.0,392.0,0.0,0.0,
455118,5,0.0,0.0,1316.0,1316.0,0.0,
442105,5,0.0,0.0,525.4,525.0,0.0,
460762,5,0.0,0.0,537.08,0.0,0.0,
